"","DT2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29",28,51.1210740990484,51.0963425675543,51.199692817464,51.349603864188,51.5200838499748,51.6996364589572,51.8825797201474,52.0660065831069,52.2484504434851,52.4292216916672,52.6080534658482,52.7849049080012,52.9598499597725,53.1330144889451,53.3045413291834,53.4745715786678,53.6432353404016,53.8106478644036,53.9769086888939,54.1421023576011,54.3062998815542,54.4695604707791,54.6319332758639,54.7934590068178,54.954171370914,55.1140983131633,55.2732630655614,55.4316850222476,55.5893804620405,55.7463631404523,55.9026447719883
"30",29,50.1791772249247,50.1546062711594,50.2572875451064,50.4062378369962,50.5756390045763,50.7540711346041,50.9358892856688,51.1182047139305,51.2995595323358,51.4792677885483,51.6570636099431,51.8329057641312,52.006867174107,52.1790724382978,52.3496630797076,52.5187789494723,52.6865490134009,52.8530875082431,53.0184930801495,53.182849491246,53.3462270676207,53.5086844168019,53.6702701560317,53.8310245193459,53.9909807853181,54.1501665090644,54.3086045644984,54.4663140137787,54.6233108252185,54.7796084615765,54.9352183593692
"31",30,49.2367842662344,49.2123782617009,49.3143724624818,49.4623365411077,49.6306310613046,49.8079146708499,49.9885804538314,50.1697584215986,50.3499995808707,50.5286216763759,50.7053597975935,50.8801722804795,51.0531309609958,51.2243590984422,51.3939968385923,51.5621827240324,51.7290445273839,51.8946954214029,52.0592331141739,52.2227405443237,52.3852873145906,52.5469313945353,52.7077208350529,52.8676953632821,53.0268877999321,53.1853252825611,53.3430303006327,53.5000215590887,53.6563146915041,53.8119228445483,53.9668571542313
"32",31,48.2934094616214,48.2691730478097,48.3704609975291,48.5174120563029,48.6845708750355,48.8606769771823,49.0401625235121,49.2201767387287,49.3992796892973,49.5767928384557,49.7524521903123,49.9262155719926,50.0981536456785,50.2683882451636,50.4370580574827,50.6043002416833,50.7702413089365,50.9349933060057,51.0986529464464,51.2613022936846,51.4230101794416,51.583833891041,51.7438208716251,51.9030103024541,52.0614345094613,52.2191201775222,52.3760893780873,52.5323604267024,52.6879485912665,52.8428666725535,52.9971254773001
"33",32,47.3493275436731,47.325263618365,47.4258333566535,47.57175473698,47.7377598848564,47.9126706515218,48.0909589276279,48.2697934301993,48.4477433809869,48.6241339673659,48.7987020714754,48.9714049573605,49.1423120540088,49.3115437112016,49.4792371023107,49.6455279524139,49.8105414653292,49.974388520089,50.1371647976417,50.2989514512703,50.4598165093914,50.619816547044,50.7789983714618,50.9374005914806,51.0950550130935,51.25198784453,51.4082207163214,51.563771532655,51.7186551746444,51.87288407684,52.0264686971018
"34",33,46.4053157928982,46.3814283626295,46.4812632895813,46.6261315750818,46.7909573594657,46.9646467871885,47.1417123895741,47.3193427899741,47.4961165318001,47.6713625679358,47.8448186382756,48.0164413952352,48.1862989753148,48.3545101832132,48.5212106201077,48.6865345229233,48.8506057387875,49.0135339343562,49.1754137175747,49.3363252948973,49.4963358579279,49.6555012386034,49.813867579703,49.9714728910112,50.1283484335837,50.284519915401,50.4400085036768,50.5948316698943,50.7490038879674,50.902537206642,51.0554417160751
"35",34,45.462129168775,45.4384232394822,45.5375025665851,45.6812882093615,45.8449018877033,46.0173364636398,46.1931462536176,46.3695403266202,46.5451067820654,46.7191784159086,46.8914938238048,47.062009006246,47.230790750763,47.3979562559458,47.5636394910729,47.7279731492138,47.8910796700689,48.0530674622182,48.2140300195822,48.3740465649135,48.5331834197079,48.691495642545,48.8490286840553,49.0058199294284,49.1619000710475,49.3172942944345,49.4720232825733,49.6261040544415,49.779550657914,49.9323747379349,50.0845859997067
"36",35,44.5204753189055,44.4969567440596,44.5952561240484,44.7379243362676,44.9002870991088,45.0714268018206,45.2459408899136,45.4210595270092,45.5953806645217,45.7682410536009,45.9393801626499,46.1087533099788,46.2764258826797,46.4425134145368,46.6071481842479,46.7704612858442,46.9325737013209,47.0935925361071,47.253610129969,47.4127046862661,47.5709416245499,47.7283752014869,47.8850501497602,48.0410032064696,48.1962644737483,48.3508585946816,48.5048057493817,48.6581224868029,48.810822412215,48.9629167510079,49.1144148083793
"37",36,43.5800174101036,43.5566931355385,43.6541837235444,43.7956935043028,43.9567599144302,44.1265582332703,44.2997306227116,44.4735290888927,44.6465617601014,44.8181694501002,44.9880924971159,45.1562854812371,45.3228123106303,45.487786769494,45.6513393630071,45.8135995087872,45.9746866606492,46.134706557396,46.2937503276682,46.4518951042286,46.6092053584593,46.7657345031191,46.9215265145165,47.0766174462306,47.2310367772354,47.3848085773999,47.5379524949952,47.6904845815352,47.8424179736125,47.9937634521679,48.1445298985433
"38",37,42.6402323085526,42.6171066279172,42.7137705994435,42.8540966415531,43.0138386947041,43.1822670104585,43.3540694466843,43.5265203108014,43.6982381047929,43.8685677676157,44.0372505021097,44.20424011255,44.3695989771229,44.5334390758381,44.6958890871655,44.8570767027721,45.0171198031875,45.1761227199409,45.3341753340235,45.4913536747264,45.6477212355345,45.8033305582465,45.9582248380008,46.1124394219613,46.2660031446509,46.4189394827879,46.5712675340268,46.7230028346638,46.8741580357043,47.0247434574934,47.1747675420496
