"","H2","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1","v1"
"21",20,58.6991454487028,58.8782593827479,59.0656608757182,59.2437299712939,59.4280818991855,59.6051830984191,59.7868619750485,59.9628267022123,60.1420646610415,60.3167559517014,60.4937319271196,60.6670513028188,60.8419074435227,61.0137864386033,61.1866370174727,61.3570298290739,61.5279677725877,61.6968456229136,61.8659474571248,62.0332943133974,62.2006239231974,62.3664332522403,62.5320447409263,62.696317049557,62.860256915542,63.0229978876559,63.1853066828036,63.3465257695697,63.5072393639688,63.6669487181222,63.8260992660267
"22",21,57.7487933295804,57.9268340515689,58.1131305734779,58.2901665631911,58.4734660951655,58.6495726114544,58.8302475881358,59.0052557922969,59.1835352962488,59.3573077261113,59.5333680809848,59.7058055163785,59.879786576005,60.0508196374547,60.2228336240121,60.3924154805647,60.5625534621829,60.7306542363241,60.898991034682,61.0655935534281,61.2321914744557,61.3972880465645,61.5621997186697,61.7257896913839,61.8890602261404,62.0511481339957,62.2128167723693,62.3734109357045,62.5335123036022,62.6926237686559,62.8511888357627
"23",22,56.8002320391497,56.9771781690338,57.1623472853424,57.3383287984404,57.5205537634544,57.6956442614142,57.8752934223521,58.0493238566435,58.2266232506115,58.3994557084229,58.5745790570244,58.7461136166118,58.9191984891113,59.0893648913845,59.2605214703477,59.4292718854602,59.5985893919671,59.7658928676438,59.933444430084,60.0992826744664,60.2651290303733,60.4294932123593,60.5936855250857,60.756573847833,60.9191558510746,61.0805717128701,61.2415813446983,61.4015319460633,61.5610025952019,61.7194978850275,61.8774593425714
"24",23,55.8530467426211,56.0288868516934,56.212916362603,56.3878315867494,56.5689695395166,56.7430318653366,56.9216425502063,57.0946827754982,57.2709892186902,57.4428690323676,57.6170423871587,57.78766121364,57.9598367971214,58.1291235411394,58.2994095271838,58.4673153995241,58.6357991915072,58.8022922011014,58.9690452618279,59.1341060306719,59.2991875553013,59.4628061422077,59.6262658533622,59.7884393444759,59.9503196206068,60.1110503025609,60.2713877998093,60.4306817756249,60.5895086648649,60.7473748063039,60.9047197177914
"25",24,54.9068477186037,55.0815793296302,55.2644662521884,55.4383119926137,55.6183592662006,55.7913895626365,55.9689574838945,56.1410030378056,56.3163116811268,56.4872338387764,56.6604518437787,56.8301494288913,57.0014099113138,57.169811042835,57.3392202152715,57.5062751921502,57.6739186846062,57.8395945216454,58.0055421728363,58.1698184477363,58.3341279492961,58.4969936499072,58.6597133200842,58.8211644520449,58.9823353480428,59.1423731203409,59.3020306481269,59.4606600979185,59.6188352401417,59.7760641914459,59.9327844451178
"26",25,53.9612600445479,54.1348882335131,54.3166373862107,54.4894177651269,54.6683781692441,54.8403796672918,55.0169077128464,55.1879609901581,55.3622738756499,55.5322399909533,55.7045039112081,55.8732811420968,56.0436270746601,56.2111428075432,56.3796750620842,56.5458787355087,56.7126812228666,56.8775389068165,57.0426798921602,57.2061701670519,57.3697058857413,57.5318167130969,57.6937941232541,57.8545204704457,58.0149793495017,58.1743213877443,58.3332959303841,58.4912576685279,58.6487777056446,58.8053659552835,58.9614578848323
"27",26,53.0160114539601,53.1885794555702,53.3692343008524,53.5409889650124,53.7189018793741,53.8899108414783,54.0654346423945,54.2355286659634,54.4088779532997,54.5779179615864,54.7492567325284,54.9171406149352,55.0865979328471,55.2532525030727,55.4209309798815,55.5863049748384,55.7522869916909,55.9163456922367,56.0806981168313,56.2434192573716,56.4061970332066,56.5675676949243,56.7288165740643,56.8888308262451,57.0485894510959,57.207246561268,57.365548051467,57.5228511280506,57.6797242911112,57.8356792549419,57.9911495108226
"28",27,52.071179369153,52.2427037008545,52.4222807441886,52.5930246540435,52.7699048375247,52.9399347553639,53.1144674652658,53.2836143238005,53.456011679827,53.6241363354916,53.7945602432554,53.9615602680297,54.1301379731962,54.2959396793075,54.462772184719,54.6273236779574,54.7924919171726,54.9557577582402,55.1193272779778,55.2812844221614,55.4433089456371,55.6039436582535,55.7644677986758,55.9237733127755,56.0828346407617,56.2408093793115,56.3984399990504,56.5550862264027,56.7113139782547,56.8666367780968,57.0214861570988
"29",28,51.1263720676793,51.2968544068207,51.4753553244416,51.6450899995455,51.820938951594,51.9899911963579,52.1635341527113,52.3317350761457,52.5031816887782,52.670392087853,52.8399021819303,53.0060193187293,53.173718332329,53.338668025142,53.5046553613003,53.6683850922174,53.8327402454824,53.9952138622804,54.1580010663651,54.319194752199,54.4804665174812,54.6403657285114,54.8001655363149,54.9587626757719,55.1171270314675,55.2744196838682,55.4313796823436,55.5873692737792,55.7429517940231,55.8976425765367,56.0518711941036
"30",29,50.1812619958964,50.3506891163691,50.5281006593091,50.6968140597503,50.8716198702933,51.0396835230173,51.2122260478708,51.3794711907293,51.5499575250721,51.7162448456552,51.8848326545773,52.0500590532386,52.2168718948492,52.3809626434737,52.5460982545127,52.7090001593349,52.8725365337606,53.0342126784362,53.196212679565,53.3566384253133,53.5171532969431,53.6763132426376,53.8353852837066,53.9932709564703,54.1509355595276,54.3075436610787,54.4638308668149,54.6191619426136,54.774097626229,54.9281550562872,55.081761833753
"31",30,49.235572071107,49.4039180379992,49.5802142716581,49.7478828721891,49.9216223133648,50.0886761209497,50.2601974729318,50.426467752106,50.5959753688701,50.7613225913446,50.9289718129382,51.093292407615,51.259204762238,51.4224233441991,51.5866947646236,51.7487573550282,51.9114642072274,52.0723330188284,52.2335366771285,52.3931861456949,52.5529364764159,52.7113502438098,52.8696882594607,53.0268568810729,53.1838167635399,53.3397359669208,53.4953466105409,53.6500159734585,53.8043021627524,53.9577241104122,54.1107074197914
"32",31,48.2888125465232,48.4560507131169,48.6312052831107,48.7978054587224,48.9704554974451,49.136478671056,49.3069588587068,49.4722361735455,49.6407478851658,49.8051394459193,49.9718354829412,50.1352370943831,50.3002367605243,50.4625722295999,50.6259694748031,50.7871838896355,50.9490532863472,51.1091078455272,51.2695091250842,51.4283772012026,51.5873587086501,51.7450228548418,51.9026241816301,52.0590738560872,52.2153278471656,52.3705576841239,52.5254919689006,52.6795004655647,52.8331386264624,52.985927146515,53.1382896116617
"33",32,47.3412915301464,47.5074055640206,47.6814024182987,47.8469198770731,48.0184666819248,48.1834468382686,48.3528740582092,48.5171478259704,48.6846536924038,48.8480807000417,49.013815327696,49.1762906466557,49.3403709798768,49.5018175015969,49.6643353835959,49.824697158883,49.9857252540519,50.1449623669434,50.304558657271,50.4626433211534,50.6208545313013,50.7777681191721,50.934632326961,51.0903631131162,51.2459117399575,51.4004531833249,51.5547125126045,51.7080619524573,51.8610542885247,52.013211954155,52.164956507666
"34",33,46.3937634560639,46.5587292410038,46.731544141559,46.8959567761871,47.0663783893379,47.2302953071631,47.3986496864051,47.5619014830223,47.7283835537799,47.890829289509,48.0555863353889,48.2171202541499,48.3802667296158,48.5408107130141,48.70243623543,48.8619332040638,49.0221084202119,49.180517253157,49.3392982943123,49.4965899585021,49.6540218347263,49.810176439345,49.9662956269604,50.1213001825319,50.2761365972609,50.4299833114286,50.5835618136951,50.7362467957331,50.8885883396709,51.0401106162716,51.1912331273696
