"","DT2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39",38,42.7600615903878,42.7529714581751,42.7610206576661,42.8103366276941,42.8788384876801,42.96141650622,43.051478046664,43.1463890313915,43.2443427011335,43.3445174601698,43.4464418080758,43.5498941319647,43.6547435846089,43.7608988497129,43.868274008077,43.9767827213355,44.0863386961599,44.1968592672323,44.3082678075603,44.4204948879786,44.5334782953828,44.6471624613802,44.7614976481875,44.8764391235785,44.9919464230775,45.1079827304684,45.2245143703857,45.3415103949495,45.458942244913,45.5767834688577,45.6950094876219
"40",39,41.8228614698306,41.8158301851676,41.8238125808824,41.8727207040267,41.9406601579485,42.0225665072573,42.1119032913126,42.2060591899638,42.3032428209628,42.4026396919469,42.5037824240189,42.6064514616655,42.7105172521456,42.8158894298484,42.9224829483069,43.0302123079974,43.1389920171348,43.2487401499752,43.3593807426521,43.4708449480844,43.5830710578992,43.6960039386426,43.8095942264632,43.9237975104276,44.0385736020395,44.1538859219022,44.2697009974037,44.385988053578,44.5027186777823,44.6198665418771,44.7374071692053
"41",40,40.8895059007373,40.8825321747881,40.8904492294792,40.9389583137704,41.0063471608537,41.0875954008599,41.176221403749,41.2696360425032,41.3660629531652,41.4646945778803,41.5650675624881,41.6669643568851,41.7702566687673,41.8748550583656,41.980675331837,42.0876328124102,42.1956427977201,42.3046240934909,42.4145013947013,42.525206435545,42.6366780146119,42.7488614382337,42.8617077235691,42.9751727899559,43.0892167354773,43.2038032295402,43.3188990154569,43.4344735053582,43.5504984482535,43.6669476550669,43.7837967680516
"42",41,39.9592923276957,39.9523747895813,39.9602280592169,40.0083475111201,40.0751984587678,40.155803360672,40.2437340202129,40.3364229219914,40.4321083441132,40.5299894862879,40.6296069167168,40.7307450360829,40.8332767765503,40.9371135974781,41.04217213504,41.1483685158937,41.2556188110482,41.3638425451399,41.4729650628806,41.582918673837,41.6936426805206,41.805082828498,41.9171905175287,42.0299220006496,42.1432376675287,42.2571014427406,42.3714802930596,42.4863438262681,42.6016639624637,42.7174146618318,42.8335716963956
"43",42,39.0316333827706,39.0247710977374,39.0325616432765,39.0802978766208,39.1466195890042,39.22659122317,39.3138370625468,39.4058108060802,39.5007651166455,39.597905830085,39.696777366364,39.7971660388901,39.8989459789318,40.0020295259096,40.1063341297407,40.2117767064814,40.3182740887293,40.4257465106397,40.53411995963,40.643327315818,40.7533083827859,40.8640093442023,40.975381982777,41.0873828868708,41.1999727404602,41.3131157269628,41.4267790411158,41.5409324915728,41.6555481753655,41.7706002083348,41.8860644991432
"44",43,38.1071113174818,38.1003029669859,38.1080322850435,38.1553943649025,38.2211991379087,38.3005518744117,38.3871280094079,38.4784019050267,38.5726402488715,38.6690553432599,38.7671953609898,38.8668484751951,38.9678899809788,39.0702330711807,39.1737959863189,39.2784964113921,39.3842519228415,39.4909834495875,39.5986176100266,39.7070878459703,39.8163344558009,39.9263040572885,40.0369488140576,40.1482256494514,40.2600955428784,40.3725229389925,40.4854752639938,40.5989225318745,40.7128370219169,40.8271930116778,40.9419665531759
"45",44,37.1862603276036,37.1795042065133,37.1871742325519,37.2341739006435,37.2994777136555,37.3782303097747,37.4641565747962,37.5547508309939,37.64829332814,37.7440026173404,37.8414304969647,37.9403669320557,38.0406883364607,38.1423087222398,38.2451470903692,38.349121867618,38.4541513501228,38.5601571408839,38.6670664721774,38.7748133338624,38.8833385086163,38.992589040577,39.1025174689562,39.2130810488331,39.3242410536017,39.4359621892721,39.5482121149956,39.6609610527918,39.7741814679407,39.8878478043973,40.0019362630453
"46",45,36.2695323155313,36.2628263267345,36.270439441202,36.3170911591719,36.3819137512505,36.4600894677733,36.5453905726583,36.6353304945271,36.7282024799502,36.8232310631565,36.9199715125014,37.0182155025102,37.1178405110866,37.2187613279263,37.3208976773525,37.4241686938927,37.5284933625523,37.6337939333929,37.7399982295977,37.8470407700572,37.9548628063621,38.0634117968572,38.1726406469862,38.282506936638,38.3929722283725,38.5040014865699,38.6155626019528,38.7276260046035,38.840164347085,38.9531522421462,39.0665660429193
"47",46,35.3556133168601,35.3489533919735,35.3565142131487,35.4028461204539,35.4672261357257,35.5448708782201,35.6295960493926,35.7189325755641,35.8111856214719,35.9055852015408,36.0016897602552,36.0992925300693,36.1982719544866,36.2985435267491,36.4000276271097,36.5026440342353,36.6063123624067,36.7109554546937,36.8165016774657,36.9228860373833,37.0300502197452,37.1379420673272,37.2465148267721,37.3557263818543,37.4655385669314,37.5759165904789,37.6868285632232,37.7982451141266,37.9101390759668,38.0224852251,38.1352600634037
"48",47,34.4438714136285,34.4372533327827,34.4447666509769,34.4908079612634,34.5547855929887,34.6319472213732,34.7161479230995,34.8049344682984,34.8966228264218,34.9904479739561,35.0859712288081,35.1829872263542,35.2813752755205,35.3810514978423,35.481936860526,35.5839517206353,35.687016259474,35.79105385603,35.8959933688569,36.0017702476973,36.1083265728417,36.2156105381508,36.323575702824,36.4321802299502,36.5413862046394,36.651159061482,36.7614671159115,36.8722811828393,36.9835742644254,37.0953212916743,37.207498907928
"49",48,33.5356100045996,33.5290324406357,33.5364997623681,33.5822596466,33.6458474653616,33.7225408747844,33.8062330322508,33.8944860209944,33.9856262602875,34.0788935221003,34.1738518997954,34.2702973800273,34.3681101028394,34.467206791762,34.5675089770013,34.6689375715042,34.7714133026026,34.8748600661963,34.9792071962364,35.0843905709932,35.1903526532776,35.2970419774273,35.4044124062187,35.512422374492,35.6210342117754,35.7302135735148,35.8399289755354,35.9501514152191,36.0608540613736,36.1720119975832,36.2836020071838
"50",49,32.6320539803143,32.6255184580846,32.6329380522494,32.6784059080208,32.7415891974789,32.8177966645702,32.9009609697396,32.988660079019,33.0792312519885,33.1719192345138,33.2662909983686,33.3621439307731,33.4593590326747,33.5578536508827,33.6575498986694,33.7583692649451,33.8602330430565,33.9630656649459,34.0667969577283,34.171363244366,34.2767073847549,34.3827782668035,34.4895300686669,34.5969215076247,34.7049151673594,34.8134769330892,34.9225755292399,35.032182143253,35.1422701176286,35.2528146950907,35.3637928050963
"51",50,31.7342983493246,31.7278090423476,31.7351761710479,31.7803230303692,31.8430617243083,31.9187352140026,32.0013196066022,32.0884103414788,32.1783566008685,32.2704086030982,32.3641364877828,32.459339185602,32.5558986476063,32.6537329092788,32.7527647278776,32.8529162279399,32.9541093269541,33.0562690475791,33.159325760115,33.2632162771012,33.3678838954101,33.4732778918659,33.5793527913578,33.6860676215148,33.7933852451154,33.9012717995274,34.0096962379195,34.1186299559736,34.2280464863267,34.3379212457401,34.4482313233043
"52",51,30.8405939839481,30.8341530956013,30.8414652574786,30.8862758189272,30.9485487312746,31.0236628093054,31.1056396809677,31.1920930938206,31.2813847220953,31.3727705182444,31.4658239413901,31.5603455399228,31.6562182609534,31.7533608621147,31.8516967759467,31.951148793451,32.0516394864866,32.1530944970108,32.2554447647784,32.3586276155829,32.4625868044108,32.5672720158207,32.6726381382203,32.7786445246148,32.8852543303959,32.9924339572938,33.1001525982996,33.2083818674205,33.3170954966362,33.4262690851691,33.5358798894651
"53",52,29.949652025521,29.9432598800099,29.9505167069658,29.9949887012245,30.0567926399646,30.1313433973684,30.2127084096485,30.2985198445021,30.3871519472764,30.477866439576,30.5702401197981,30.6640751623027,30.7592555144761,30.8557006586726,30.9533347053723,31.0520811150898,31.1518631174668,31.2526069773205,31.3542442074067,31.4567126502019,31.5599565220794,31.6639259184473,31.7685760942058,31.8738667305923,31.9797612783716,32.0862264063176,32.1932315498608,32.3007485438977,32.4087513222696,32.5172156691398,32.6261190107556
"54",53,29.0632685698444,29.0569275886024,29.0641263317291,29.1082429416029,29.1695546178347,29.2435140895421,29.3242368791305,29.4093744910472,29.4973143671019,29.5873242853734,29.6789845500495,29.7720990428927,29.8665527619141,29.962265950842,30.0591634323867,30.1571693704016,30.2562076855056,30.3562052967924,30.457094318922,30.5588131371286,30.6613064524744,30.764524791986,30.8684237956008,30.9729634894142,31.0781076345391,31.1838231803443,31.2900798170126,31.3968496115568,31.5041067099468,31.611827090699,31.7199883585088
"55",54,28.1830925742047,28.1768071068981,28.1839428283264,28.2276738616607,28.2884515117032,28.3617696209822,28.4417959067207,28.5262028669277,28.6133922675861,28.7026384626448,28.7935255635979,28.8858593083985,28.9795258385246,29.0744462271299,29.1705460725806,29.2677503042257,29.3659835942561,29.4651735730726,29.565253009448,29.6661608782523,29.7678424069281,29.8702485910886,29.9733354885314,30.0770634994521,30.1813967214708,30.2863024080449,30.3917505252819,30.4977133914441,30.6041653819598,30.7110826854208,30.8184430992523
