x;X1977;X1978;X1979;X1980;X1981;X1982;X1983;X1984;X1985;X1986;X1987;X1988;X1989;X1990;X1991;X1992;X1993;X1994;X1995;X1996;X1997;X1998;X1999;X2000;X2001;X2002;X2003;X2004;X2005;X2006;X2007;X2008;X2009;X2010;X2011;X2012;X2013;X2014
58;0,017565868;0,018217204;0,018125448;0,019432728;0,018468545;0,017882158;0,012857209;0,012241279;0,012601236;0,012687827;0,012761144;0,012113372;0,010396199;0,011818761;0,010874274;0,012408024;0,011581388;0,011761105;0,011785767;0,011156107;0,010613907;0,009328386;0,008726313;0,008825066;0,008000188;0,007755774;0,007894976;0,007757477;0,008024038;0,008103225;0,007768845;0,007435258;0,008084253;0,007428017;0,007524844;0,007331271;0,006988169;0,006641162
59;0,019357584;0,019523743;0,019514749;0,020769428;0,019644113;0,01907191;0,014175297;0,013215439;0,014828613;0,014535466;0,014493638;0,01285927;0,011055537;0,012076114;0,012444748;0,013694455;0,011661745;0,013587001;0,0133728;0,012949238;0,012204037;0,010654638;0,010077616;0,01002292;0,009311484;0,009003444;0,009224891;0,008986665;0,009069203;0,00892009;0,008725955;0,0085325;0,009018068;0,008243887;0,008351511;0,008173659;0,00783488;0,007600195
60;0,021130966;0,020990924;0,020848086;0,022137305;0,020722073;0,020196183;0,015077315;0,013852733;0,017481582;0,016615841;0,016412363;0,013121827;0,011069977;0,011540333;0,013953385;0,014846049;0,011045461;0,015759871;0,015121571;0,01509242;0,014010305;0,012122308;0,011517626;0,011288007;0,01071769;0,010323976;0,010671551;0,01027003;0,010066789;0,009681813;0,009690249;0,009698986;0,009958279;0,008995498;0,009137128;0,008927261;0,008623757;0,008567338
61;0,022813293;0,0226505;0,022229191;0,023586231;0,021894491;0,021409242;0,015884254;0,014519503;0,019906209;0,018554504;0,018223655;0,013461831;0,011143271;0,011189076;0,015333951;0,015963649;0,010637942;0,017709098;0,016719875;0,017028147;0,015625408;0,013422309;0,012763567;0,012424619;0,011924235;0,011456262;0,011912737;0,011364083;0,010934607;0,010398194;0,010557896;0,010717638;0,010832136;0,009685548;0,009869579;0,009612531;0,009331216;0,009398983
62;0,024788237;0,024274139;0,023901687;0,025199572;0,023388594;0,022893979;0,017455624;0,015790696;0,021959534;0,02035825;0,01995553;0,014600411;0,01223906;0,012052664;0,016961172;0,017420615;0,01128508;0,019333136;0,018241562;0,018623085;0,017068209;0,014619688;0,013981697;0,013553694;0,013082936;0,012566043;0,013074015;0,012461864;0,011946147;0,011253516;0,011479166;0,011704802;0,011761922;0,010523778;0,010717139;0,010483981;0,010176453;0,010274337
63;0,027090689;0,025861302;0,025897325;0,026996734;0,02523746;0,024678241;0,019849796;0,017707724;0,02361709;0,02202224;0,02160726;0,016587007;0,014410189;0,014192061;0,018857222;0,019244651;0,013036147;0,020611986;0,019685499;0,01985706;0,018331247;0,015711553;0,015173759;0,014677613;0,014194386;0,013655035;0,014154362;0,013566323;0,013110504;0,01225559;0,012458413;0,012661283;0,012752169;0,011517962;0,011686323;0,011551079;0,011166675;0,011196993
64;0,029764022;0,027410225;0,028255225;0,029000943;0,027481711;0,026796023;0,023144044;0,020323935;0,024844822;0,023538351;0,023176187;0,019486261;0,017728956;0,017689628;0,021049655;0,021470492;0,015955325;0,021519176;0,021048973;0,020703403;0,01940398;0,016693513;0,016341063;0,015798639;0,015258514;0,014724653;0,01515166;0,014680453;0,014438633;0,013413759;0,013500589;0,013587515;0,013808044;0,012677461;0,012784873;0,012825391;0,012310553;0,012171003
65;0,032629853;0,028680959;0,031052122;0,031469343;0,030377183;0,029510018;0,027260206;0,023047502;0,025862124;0,024871595;0,024550574;0,02255965;0,021630706;0,021490434;0,023066795;0,023706104;0,018499342;0,021933584;0,022175437;0,021053797;0,020062145;0,017184053;0,01717986;0,016628883;0,01606899;0,015501842;0,015800007;0,015604794;0,015561751;0,014373053;0,014280498;0,014187981;0,014586074;0,013610606;0,013675624;0,01400046;0,013339741;0,012862286
66;0,035613861;0,030146143;0,033935103;0,034095618;0,033330357;0,032298245;0,031168252;0,025533272;0,027321559;0,026467967;0,026143042;0,025265624;0,025046582;0,024648304;0,02508091;0,025882117;0,020418695;0,022674817;0,023480103;0,021734109;0,020930176;0,017804857;0,018110809;0,017531568;0,016979172;0,016355117;0,016563254;0,01659274;0,016652532;0,015288884;0,015072631;0,014856404;0,01537574;0,014489628;0,014534971;0,015105668;0,014325381;0,013564052
67;0,038935095;0,032343015;0,036677473;0,036468239;0,035783685;0,034630786;0,034470134;0,028276701;0,029343885;0,028621152;0,02831344;0,028156934;0,028068554;0,027846549;0,027724022;0,02841888;0,023255854;0,024309241;0,025364578;0,023297987;0,022583037;0,01928943;0,019683513;0,019008045;0,018397729;0,017770402;0,017968746;0,017993922;0,018199329;0,016621775;0,016366503;0,016111374;0,016694144;0,015820745;0,015813806;0,016486289;0,015592122;0,014781581
68;0,042655834;0,035372302;0,039261861;0,038549667;0,037665513;0,036444743;0,037094825;0,031318978;0,032000359;0,031401297;0,031133943;0,0312685;0,0306687;0,03110863;0,031077598;0,031367045;0,027112532;0,026928784;0,02789321;0,025832528;0,025096652;0,021708906;0,021953148;0,021106004;0,020365809;0,019791483;0,020066477;0,019841707;0,020239895;0,018402866;0,018198209;0,017993807;0,018579961;0,01763607;0,017541863;0,0181642;0,01716064;0,016548344
69;0,046854866;0,039364085;0,041662179;0,04029012;0,038882885;0,037658843;0,038941119;0,034711173;0,035381715;0,034898343;0,0346974;0,034642383;0,032802767;0,034459244;0,035249031;0,034790831;0,03212994;0,030652101;0,031148277;0,029449992;0,0285692;0,025156265;0,024990924;0,023886427;0,022935654;0,022474436;0,022920805;0,022178072;0,022822381;0,020671456;0,020613674;0,020556113;0,021082524;0,019976523;0,01975671;0,020166544;0,019056561;0,018907227
70;0,052231545;0,044224541;0,04413511;0,041605762;0,039561349;0,038449691;0,040682783;0,038716309;0,039193954;0,038879402;0,038810395;0,038668647;0,035211061;0,038557288;0,039892515;0,038777814;0,038781748;0,035196056;0,035011;0,033754478;0,032620379;0,029013172;0,028176407;0,026693971;0,025521036;0,025329923;0,026028382;0,024587406;0,025593281;0,022948922;0,023103392;0,02325801;0,023647351;0,022347384;0,021921768;0,021980793;0,020764931;0,021376797
71;0,058328156;0,049192614;0,047189887;0,043408152;0,040861046;0,039823364;0,043327711;0,043094309;0,043062677;0,042947774;0,043009289;0,043138031;0,038334147;0,043241835;0,044681399;0,043038498;0,045574195;0,039551246;0,038877473;0,037835414;0,036495558;0,032574576;0,031177829;0,029324551;0,027952817;0,028009968;0,02892301;0,026896822;0,028270626;0,025101505;0,025418147;0,025735063;0,026026103;0,024569237;0,023944704;0,023742679;0,022400097;0,023646414
72;0,064266607;0,054103916;0,050877986;0,046323151;0,043280197;0,042137233;0,046697511;0,047524709;0,047218348;0,047257794;0,047370114;0,047603844;0,041631407;0,047790819;0,0499763;0,04742336;0,051341779;0,043588088;0,042639215;0,041733947;0,040295334;0,036215687;0,034558634;0,032434817;0,030821454;0,030906994;0,031955559;0,029501722;0,031133597;0,027607286;0,028011577;0,028416424;0,028724907;0,027113217;0,026383566;0,026100863;0,024596299;0,026101023
73;0,069987624;0,058946632;0,055329771;0,050564703;0,047019979;0,045554963;0,050932704;0,052027427;0,051723557;0,051865355;0,051933632;0,052075318;0,04513696;0,052188196;0,055902898;0,051965984;0,055894055;0,047260232;0,046286204;0,045430825;0,044020163;0,039964793;0,038386797;0,036101027;0,034192883;0,034059728;0,03515628;0,032446561;0,034216525;0,030515044;0,030925324;0,031336428;0,031791791;0,030024717;0,029292044;0,029126958;0,027417038;0,02876986
74;0,075383258;0,063689821;0,060717818;0,056418243;0,052344233;0,05028882;0,056219571;0,056618564;0,056655798;0,05683789;0,056745693;0,05655332;0,048891261;0,056398784;0,062625922;0,05670198;0,058933975;0,050494549;0,049796838;0,048890542;0,047661915;0,043852335;0,042749205;0,040422249;0,038152013;0,037515479;0,03856051;0,035786955;0,037560791;0,03388656;0,034211318;0,034536866;0,035287267;0,033360944;0,032738893;0,0329145;0,0309448;0,031688293
75;0,082473137;0,069720301;0,067685827;0,063911027;0,059160043;0,056366596;0,062933776;0,0622751;0,062777471;0,062973549;0,062679645;0,062067923;0,053554973;0,061578261;0,070808207;0,062540373;0,062550821;0,054450235;0,054105928;0,053070958;0,052022065;0,048373615;0,047816179;0,04541472;0,042715057;0,041497303;0,042492612;0,03964837;0,041430622;0,03773593;0,037959363;0,038183327;0,039276875;0,037144445;0,036643948;0,037212377;0,034928602;0,034983612
76;0,091952142;0,077416666;0,075657686;0,071917151;0,066242908;0,062702274;0,070411054;0,069231509;0,07004377;0,070318256;0,069860726;0,068909528;0,058995297;0,068149203;0,080614608;0,069644029;0,068275152;0,059596879;0,059436893;0,058318816;0,057354979;0,053680875;0,053456529;0,050829334;0,047628131;0,045929063;0,046957065;0,043839996;0,045760943;0,041837145;0,042016751;0,042196712;0,043590455;0,041192511;0,040738478;0,041597697;0,038960839;0,038574943
77;0,101985464;0,085528513;0,083786278;0,080054223;0,073220307;0,068800454;0,078070867;0,076667537;0,077759598;0,078197617;0,07755303;0,076214834;0,064471208;0,075146961;0,091887684;0,077247956;0,074543182;0,064918911;0,064918919;0,063813524;0,062991596;0,059437583;0,05958231;0,056678746;0,052868307;0,050619826;0,051690714;0,048204839;0,050311519;0,046142214;0,046288272;0,046434472;0,04816436;0,045472036;0,04506078;0,04623182;0,043192217;0,042346211
78;0,112922447;0,094314749;0,092236065;0,088463735;0,080163376;0,074702234;0,086071333;0,084826059;0,086159598;0,086870897;0,08600871;0,084222184;0,07008799;0,082799744;0,105244473;0,085601054;0,081631203;0,070560748;0,070686526;0,069705583;0,069087317;0,065806927;0,066358216;0,063104624;0,058546192;0,055667075;0,056797772;0,052820638;0,055174679;0,050724327;0,050850157;0,050975904;0,053085423;0,050057367;0,049681596;0,051188322;0,047681817;0,046359816
79;0,124599723;0,103708345;0,100840465;0,097035761;0,086888698;0,080183088;0,094322795;0,093754428;0,095284802;0,096425571;0,095298007;0,092967565;0,07573435;0,091117634;0,121417276;0,094765579;0,089550831;0,07644103;0,076661764;0,075963245;0,075649321;0,072889364;0,073925426;0,070237156;0,064747117;0,061115889;0,062319525;0,057709211;0,060378247;0,055625232;0,055742575;0,055859595;0,058411318;0,054999614;0,054657859;0,056543179;0,052488841;0,050643597
80;0,120056651;0,103823141;0,099317731;0,092302778;0,086553374;0,083237753;0,097069869;0,094948005;0,099729223;0,098513087;0,097968392;0,094065897;0,085076029;0,091711687;0,111808312;0,096474774;0,08784056;0,081627625;0,082315101;0,080932856;0,078429876;0,077104321;0,071510673;0,068640526;0,064806839;0,063219272;0,064743558;0,060555488;0,062784766;0,057064363;0,057588031;0,058118865;0,060056158;0,056573909;0,056234882;0,057322797;0,053798093;0,053798093
81;0,129973117;0,112417547;0,1072259;0,099352698;0,09320442;0,089661822;0,105604197;0,103593994;0,108692931;0,107383486;0,106800915;0,102667906;0,093073423;0,10017245;0,122681651;0,105229862;0,09591005;0,088713684;0,089540103;0,088124584;0,08544324;0,084076329;0,078151327;0,075038838;0,070865688;0,069161655;0,070816123;0,066186317;0,068652217;0,062382148;0,062989615;0,06360682;0,06572467;0,061968637;0,061598776;0,062827169;0,058960007;0,058960007
82;0,140643447;0,121688592;0,11575456;0,106959142;0,100389562;0,096607126;0,114838021;0,112963735;0,118394864;0,116986871;0,11636451;0,111992878;0,101765645;0,109350921;0,13446955;0,114714304;0,1046684;0,096398673;0,09737742;0,095931021;0,093061418;0,091654455;0,085384457;0,082013282;0,077476528;0,0756491;0,077442808;0,072335245;0,075057181;0,068194861;0,068894439;0,069606665;0,071918797;0,067871015;0,067467998;0,068849911;0,06461313;0,06461313
83;0,152119231;0,131686558;0,124951655;0,115167389;0,108153395;0,104117839;0,124823977;0,123111681;0,128889374;0,127377525;0,126713444;0,122095402;0,111207409;0,119301838;0,147233659;0,12498258;0,114169341;0,104731783;0,105876977;0,104402479;0,101334515;0,099889128;0,093260612;0,089613798;0,084688271;0,082730308;0,084672693;0,079049428;0,082047872;0,074548503;0,07534907;0,076165543;0,078686375;0,074328162;0,073889551;0,075438845;0,070803814;0,070803814
84;0,16445512;0,142465217;0,134868775;0,124026501;0,116544372;0,112242031;0,135618244;0,134095812;0,140234236;0,138613185;0,137905449;0,133033622;0,121457207;0,130083545;0,161038265;0,136092673;0,124470334;0,113766115;0,115092601;0,113593198;0,110316605;0,108834773;0,101834439;0,097894476;0,092554036;0,090458214;0,092559074;0,086380268;0,089676732;0,081493351;0,082404345;0,083334885;0,08607951;0,081391506;0,080914746;0,082646117;0,077582743;0,077582743
85;0,177708964;0,154082056;0,145561429;0,133589652;0,125615143;0,12103202;0,147280758;0,145977833;0,152490816;0,150755211;0,150001891;0,144869421;0,132577517;0,14175818;0,175950245;0,148106235;0,135632781;0,123558991;0,125082305;0,123561622;0,120066032;0,118550103;0,111164997;0,106913879;0,101131498;0,098890341;0,101159804;0,094383788;0,098000801;0,089084343;0,090115776;0,091170789;0,09415495;0,089117176;0,088599603;0,090528566;0,085005344;0,085005344
86;0,191941959;0,166598504;0,157089336;0,143914484;0,135422939;0,130544755;0,159875418;0,158823349;0,165724232;0,163868765;0,163067953;0,15766861;0,144635036;0,154391872;0,192039024;0,161088776;0,147722253;0,134172272;0,135908602;0,134370721;0,130645723;0,129098443;0,121316096;0,116735404;0,110483264;0,108089182;0,110537669;0,103121041;0,107082097;0,09738152;0,098543968;0,099734442;0,102974492;0,097566427;0,09700527;0,099148145;0,093132215;0,093132215
87;0,207218807;0,180080195;0,169516741;0,15506349;0,146029978;0,140842251;0,173470316;0,172702066;0,180003535;0,178022987;0,177172815;0,171501117;0,157700897;0,168054935;0,209376492;0,175109847;0,160808732;0,145672706;0,147638838;0,146088305;0,142123538;0,140548068;0,132356648;0,127427657;0,120677284;0,118122624;0,120760797;0,112658565;0,116988048;0,106450495;0,107755082;0,109092575;0,112605417;0,106806094;0,10619849;0,108572369;0,102029616;0,102029616
88;0,223607863;0,194597218;0,18291275;0,167104429;0,157503915;0,151992052;0,188137961;0,187687978;0,195401883;0,193291181;0,19238984;0,186441191;0,171850916;0,182822082;0,228036922;0,190243223;0,174966852;0,158132303;0,160345542;0,158787395;0,154572628;0,152972571;0,144361062;0,139064861;0,131787292;0,129064389;0,131903095;0,123068859;0,127791955;0,116362966;0,117821346;0,119317954;0,123120972;0,116909097;0,116252098;0,118874801;0,111769982;0,111769982
89;0,241181299;0,210224398;0,197351696;0,180110787;0,169918331;0,164067737;0,203955531;0,203859579;0,211996723;0,209751006;0,20879676;0,202567603;0,187165833;0,198772622;0,248096843;0,206567105;0,19027616;0,171628733;0,174106811;0,172546583;0,168071835;0,166451248;0,15740965;0,151727296;0,143893284;0,140994532;0,14404472;0,13443092;0,139573486;0,127197286;0,128821601;0,130489925;0,134600883;0,127954991;0,127245581;0,130135582;0,122432502;0,122432502
90;0,260015263;0,227041595;0,212913522;0,194162273;0,18335327;0,17714948;0,221005119;0,221300058;0,229869971;0,227484662;0,226475882;0,219963848;0,203731564;0,215990685;0,269634912;0,224164314;0,206821376;0,186245759;0,189006715;0,18745044;0,182706108;0,181069524;0,171589066;0,165501766;0,157082024;0,153999959;0,157272594;0,146830815;0,152419217;0,139039073;0,14084191;0,142694996;0,147131923;0,14003055;0,13926567;0,142442005;0,134103737;0,134103737
91;0,280190052;0,245134003;0,229684199;0,209345357;0,197895825;0,191324666;0,239373996;0,240097522;0,249108203;0,246579089;0,245514271;0,238718367;0,221639468;0,234565434;0,292731749;0,243122487;0,224692677;0,202073694;0,205135727;0,203589949;0,198566948;0,196919384;0,186992782;0,180482105;0,171447609;0,168174998;0,171680948;0,160362301;0,166423219;0,151981894;0,153976207;0,156027476;0,160808514;0,153230427;0,152406991;0,155889141;0,146878303;0,146878303
92;0,301790273;0,264592486;0,247756177;0,225753856;0,213640778;0,206688557;0,259154882;0,260345197;0,269802833;0,267126161;0,26600396;0,258924747;0,240986607;0,254591292;0,317469751;0,263534287;0,243985974;0,2192099;0,222591191;0,221062952;0,215752892;0,214099862;0,203721585;0,19676972;0,18709206;0,183622017;0,187371919;0,175127516;0,181687688;0,166127987;0,168327017;0,17059017;0,175733391;0,167657841;0,166772775;0,170580515;0,160859617;0,160859617
93;0,32490502;0,28551391;0,26722886;0,243489579;0,230691301;0,223345029;0,280446233;0,282141652;0,292050313;0,289222886;0,288042148;0,280681952;0,26187603;0,276168165;0,343932878;0,285497604;0,264803213;0,237759315;0,241477819;0,239974647;0,234370023;0,232717538;0,221884122;0,214474167;0,204125967;0,20045208;0,204456183;0,19123771;0,198323634;0,181589074;0,184006235;0,18649513;0,19201832;0,183425359;0,182475631;0,186628833;0,176160697;0,176160697
94;0,349628042;0,308001517;0,288209124;0,262663023;0,249159718;0,241407374;0,303352528;0,305591015;0,315952312;0,312971611;0,311731407;0,304094538;0,284417045;0,299401671;0,372206415;0,309115761;0,287252677;0,257835024;0,261908212;0,260438104;0,254532515;0,252887083;0,241597469;0,233713776;0,222669191;0,218785672;0,223053653;0,208814048;0,216451617;0,198487237;0,201135971;0,203864483;0,209784873;0,200655713;0,199638385;0,20415679;0,192905062;0,192905062
95;0,376057931;0,332165299;0,310811864;0,283394137;0,269168349;0,260999192;0,327984572;0,330803197;0,341615913;0,338480216;0,337179883;0,329272873;0,308725514;0,324403376;0,402376708;0,334497728;0,311449309;0,279558868;0,28400343;0,282574815;0,276363222;0,274731838;0,262987741;0,254616322;0,242851611;0,238753463;0,243294213;0,227988495;0,236202552;0,216955879;0,219849486;0,222831314;0,229165268;0,219482717;0,21839499;0,223297923;0,211227687;0,211227687
96;0,404298286;0,358122396;0,335160589;0,305813139;0,290850421;0,282255349;0,354459813;0,357894116;0,369153796;0,365862325;0,364501509;0,356333365;0,334924142;0,351291018;0,434530864;0,361758329;0,337515018;0,303062102;0,307893596;0,306515291;0,299994296;0,298384419;0,286190759;0,27731973;0,264813928;0,26049715;0,265318518;0,248904751;0,257718579;0,237140769;0,240292193;0,243540643;0,250303286;0,240052245;0,238891528;0,244197551;0,231276056;0,231276056
97;0,434457908;0,385997526;0,361388062;0,330061433;0,314351075;0,305323045;0,382902658;0,386985917;0,39868443;0,3952375;0,393816208;0,385398685;0,363142783;0,380188754;0,468756437;0,391018449;0,365579035;0,32848609;0,333718533;0,332399684;0,325567854;0,323987386;0,311352732;0,301972852;0,288708543;0,284170352;0,289278856;0,271719294;0,281153997;0,259201189;0,262622763;0,266150482;0,273355256;0,262523305;0,261287285;0,26701379;0,253211318;0,253211318
98;0,466650964;0,415923423;0,389636966;0,356292581;0,339828463;0,33036298;0,413444814;0,418207199;0,430332261;0,426731454;0,425250095;0,416597988;0,393518733;0,411227382;0,505141068;0,422405243;0,395778237;0,355983058;0,361628456;0,360378461;0,353236692;0,351693927;0,338631014;0,328736278;0,314700494;0,309939587;0,315340077;0,296602499;0,306676279;0,283311182;0,287014324;0,290832971;0,298491133;0,2870692;0,285755935;0,291918652;0,277209537;0,277209537
99;0,500997185;0,448041309;0,42006065;0,384673384;0,367454945;0,357550635;0,446225627;0,45169324;0,46422789;0,460476234;0,458935688;0,450067146;0,426197048;0,44454458;0,543772113;0,456052346;0,428257505;0,3857169;0,391784696;0,390613109;0,383165035;0,381668611;0,368194887;0,357783221;0,342968468;0,337985313;0,343680579;0,323739857;0,334467173;0,309660923;0,313655764;0,31777564;0,32589565;0,313878799;0,312486811;0,319099238;0,303463061;0,303463061
100;0,537622032;0,482501371;0,452823904;0,415385043;0,397418419;0,387077671;0,481392431;0,487586216;0,50050825;0,496610435;0,495012109;0,485948961;0,461330845;0,480285145;0,584736228;0,492100075;0,46317009;0,417864042;0,424360485;0,423276898;0,415529349;0,414088175;0,400226416;0,389300453;0,373705886;0,368503061;0,374493393;0,353333303;0,364723883;0,338458212;0,342753167;0,347182753;0,355769587;0,343157908;0,341686309;0,348759025;0,332182013;0,332182013
101;0,576656894;0,519463295;0,488103796;0,448624443;0,429923744;0,419153474;0,519100917;0,526035422;0,539316797;0,535279384;0,533625275;0,524393387;0,499081622;0,51860121;0,628118942;0,53069563;0,500677962;0,452614359;0,459541784;0,458555687;0,450519204;0,449142365;0,434921343;0,42348931;0,407122085;0,401704656;0,407987329;0,38560265;0,397660357;0,369930101;0,374531351;0,379276784;0,388331123;0,375130767;0,373579395;0,38111927;0,363595921;0,363595921
102;0,618239249;0,55909679;0,526090577;0,484605533;0,465194336;0,454006855;0,559515504;0,567197492;0,580803659;0,576635332;0,574928107;0,565557747;0,539619575;0,559652484;0,674004193;0,571993289;0,540952201;0,490172168;0,49752817;0,496648773;0,488338184;0,487034831;0,472490048;0,460566765;0,443443572;0,437819525;0,444388219;0,420787166;0,433508666;0,404324679;0,409235573;0,414300021;0,423817323;0,410041682;0,408411258;0,416420528;0,397955495;0,397955495
103;0,662512863;0,601582162;0,566988639;0,523560851;0,503473889;0,491887896;0,602809718;0,611236608;0,625125815;0,620837634;0,619080705;0,60960695;0,5831239;0,603606466;0,722473837;0,616154604;0,584173372;0,530757283;0,538533775;0,537769807;0,529204868;0,527984084;0,513158567;0,500766585;0,482915388;0,477096113;0,483940249;0,459147261;0,472520504;0,441913014;0,447133364;0,4525163;0,462485729;0,448156782;0,446449095;0,454924282;0,435534559;0,435534559
104;0,709627948;0,647110907;0,611017553;0,565743169;0,545028274;0,533070008;0,649166583;0,658324706;0,67244724;0,668052937;0,666250541;0,656713682;0,629783127;0,650638665;0,773607139;0,663348582;0,630531909;0,57460615;0,582788287;0,582147756;0,573353869;0,5722245;0,55716968;0,544340554;0,525802568;0,519803412;0,526907399;0,500966339;0,514968808;0,482991286;0,488516543;0,494212902;0,504616089;0,489765946;0,487984066;0,496914733;0,476632167;0,476632167
105;0,75974135;0,695886334;0,658413178;0,61142731;0,590147619;0,577852172;0,698779019;0,70864168;0,722939058;0,718455336;0,716612631;0,70705862;0,679795413;0,700932814;0,827480241;0,713751863;0,680228509;0,621973058;0,630538028;0,630027935;0,621036942;0,620007402;0,604784068;0,591559785;0,572391715;0,566232596;0,573574976;0,546552808;0,561149501;0,527883105;0,533703403;0,539702596;0,550512235;0,535184892;0,533333408;0,542700716;0,521574905;0,521574905
106;0,813016714;0,74812422;0,709428838;0,660912105;0,639148588;0,626561399;0,751850248;0,762375573;0,776779676;0,772226546;0,77034971;0,760830618;0,733368867;0,754681064;0,8841656;0,767548886;0,733474528;0,673131427;0,682047078;0,681673088;0,672524166;0,671602197;0,65628153;0,642716127;0,622992693;0,616698797;0,62425128;0,596242256;0,611383378;0,576942051;0,583041097;0,589325881;0,600504107;0,58475743;0,582842734;0,592617788;0,570719406;0,570719406
107;0,869624644;0,804053488;0,764336604;0,71452255;0,692376875;0,679555466;0,808594212;0,819722763;0,834154911;0,82955605;0,827652376;0,818226882;0,790721849;0,812084183;0,943731417;0,824932058;0,790492387;0,728375211;0,737598495;0,737364554;0,728105187;0,727297592;0,711962299;0,698123655;0,677940446;0,671543006;0,679269373;0,650399815;0,666018149;0,630554438;0,636908233;0,643453397;0,654949953;0,638857945;0,636888546;0,647030478;0,624455083;0,624455083
108;0,929742878;0,863916929;0,823428651;0,772612145;0,750209954;0,737225879;0,869235992;0,880888135;0,895258103;0,890641235;0,888719251;0,87945315;0,852083274;0,873351738;1,006241052;0,88610188;0,851515963;0,788020362;0,797495591;0,797403486;0,788090561;0,787402883;0,772148414;0,758120277;0,737596955;0,731134121;0,738988997;0,709422737;0,725430632;0,689142355;0,695717707;0,702488567;0,714238692;0,697894053;0,69588094;0,706334728;0,683207116;0,683207116
109;0,993556427;0,927971946;0,887018723;0,835565466;0,813060076;0,800001165;0,93401223;0,946085242;0,960290209;0,955687523;0,953757109;0,944723843;0,9176929;0,938702263;1,07175241;0,9512671;0,916791006;0,852406428;0,862063306;0,862112154;0,852813169;0,852249312;0,837185209;0,823069435;0,802353336;0,795871161;0,80379862;0,773743183;0,790029137;0,753166962;0,75991978;0,766870444;0,778792494;0,762309514;0,760266576;0,770960536;0,747439717;0,747439717
110;1,061257738;0,996491337;0,95544369;0,90380095;0,881377576;0,868350492;1,003171568;1,015536453;1,029459899;1,024908489;1,022980999;1,014262211;0,98780162;1,008363407;1,140317327;1,020644827;0,986575535;0,921898244;0,931649659;0,931835328;0,922629722;0,922191523;0,907442848;0,893361925;0,87263211;0,866185636;0,874117644;0,843831247;0,860256011;0,823132111;0,830005444;0,837076823;0,849069551;0,83258739;0,830531875;0,841374804;0,817659661;0,817659661
111;1,133046827;1,06976412;1,029065226;0,977773952;0,955654492;0,942787634;1,076975087;1,089473092;1,102983611;1,098525947;1,09661435;1,088300471;1,062671728;1,082572094;1,211980961;1,09446063;1,061140245;0,996887732;1,006627285;1,006941731;0,997922364;0,997609098;0,983318007;0,969417833;0,948889614;0,942544105;0,950398764;0,92019826;0,936590425;0,899588279;0,906510068;0,913627605;0,925567084;0,909253463;0,907206525;0,918084435;0,894420173;0,894420173
112;1,209131411;1,148096373;1,108271603;1,057980085;1,03642853;1,023875348;1,155696747;1,168135552;1,181085603;1,176770042;1,174889066;1,167079907;1,142577193;1,161574627;1,286781148;1,172948625;1,140768915;1,077795857;1,087395086;1,087825595;1,079100368;1,078908177;1,065235609;1,051688619;1,031618629;1,02545092;1,033130508;1,003400354;1,019551346;0,983136899;0,990017387;0,997088451;1,008824593;0,992879962;0,990867256;1,001639661;0,978325135;0,978325135
113;1,289727039;1,231812146;1,193479612;1,144958857;1,124287445;1,112230199;1,239623823;1,251773394;1,263997995;1,259879307;1,258045582;1,250850966;1,22780389;1,245626798;1,364747791;1,256351552;1,225758799;1,165074672;1,174379968;1,174908298;1,166601946;1,16652319;1,1536507;1,1406593;1,121351158;1,115451188;1,122839946;1,094042335;1,109700753;1,07443505;1,081163834;1,088074763;1,099427373;1,084089588;1,082141973;1,092637666;1,070033685;1,070033685
114;1,375057191;1,321254371;1,285136623;1,239297659;1,219873816;1,208527859;1,32905737;1,340645435;1,351960757;1,348100712;1,346332942;1,339873345;1,318649851;1,334993982;1,445902235;1,344920808;1,316421015;1,259209546;1,268038683;1,268640101;1,260896166;1,260918675;1,249050407;1,236850816;1,218661451;1,213133947;1,220095625;1,192781904;1,207647121;1,17420061;1,180643274;1,187255981;1,198010313;1,183559911;1,181714212;1,191726481;1,170265225;1,170265225
115;1,465353392;1,416785851;1,383722783;1,341636102;1,323890313;1,313508949;1,424312652;1,435019801;1,445221715;1,441689673;1,440008797;1,434416027;1,415425467;1,429951179;1,530256654;1,43891648;1,413080951;1,3607215;1,368859804;1,369501975;1,362484977;1,362591217;1,351956041;1,340822525;1,324169225;1,319135582;1,325510682;1,300334224;1,314049149;1,283217869;1,289212132;1,295360268;1,305261994;1,292028119;1,29032802;1,299609202;1,279804884;1,279804884
116;1,560855298;1,518790259;1,489753383;1,452670788;1,43710548;1,427985486;1,525719603;1,535173958;1,544036501;1,540910068;1,539339441;1,53475732;1,518453693;1,530783073;1,617813452;1,538607356;1,516078625;1,47016974;1,477365793;1,478007562;1,471905375;1,472071492;1,462925296;1,45317486;1,438543122;1,434143497;1,439746193;1,417476871;1,429619815;1,402343668;1,407695003;1,41317959;1,421929138;1,410296184;1,408793206;1,41704856;1,399509459;1,399509459
117;1,661810764;1,627673202;1,603781374;1,573160482;1,560360092;1,552847966;1,63362327;1,641394743;1,648668499;1,646034198;1,644599782;1,64118485;1,628070208;1,637784019;1,708564691;1,644270873;1,625769063;1,588154343;1,594115214;1,594705215;1,58973169;1,589926424;1,582554601;1,574552181;1,562504428;1,558900064;1,563514788;1,545055222;1,555130716;1,532514106;1,536990749;1,541575211;1,5488214;1,539236463;1,5379911;1,544871835;1,530313908;1,530313908
