x;X1977;X1978;X1979;X1980;X1981;X1982;X1983;X1984;X1985;X1986;X1987;X1988;X1989;X1990;X1991;X1992;X1993;X1994;X1995;X1996;X1997;X1998;X1999;X2000;X2001;X2002;X2003;X2004;X2005;X2006;X2007;X2008;X2009;X2010;X2011;X2012;X2013;X2014
33;0,004114064;0,004088448;0,004461735;0,005309982;0,004749163;0,004235307;0,002652297;0,002696572;0,00273229;0,002463264;0,002426569;0,002019824;0,001755325;0,001664956;0,001639043;0,001789763;0,002230303;0,003140345;0,002823875;0,002456326;0,002253721;0,001938682;0,001591778;0,001682191;0,001616861;0,001465226;0,001578333;0,001394591;0,001328857;0,001429327;0,001365166;0,001301025;0,001276686;0,001130322;0,001216171;0,001172922;0,001099697;0,001139032
34;0,004241284;0,004112836;0,004712131;0,005727101;0,005199221;0,004735603;0,002806469;0,002852946;0,002859824;0,002605387;0,002769167;0,00211612;0,001905034;0,001760305;0,001727153;0,001892201;0,002318796;0,003233273;0,002842957;0,00246195;0,002298049;0,002005938;0,001669508;0,001760447;0,001685544;0,001533187;0,001610155;0,001440601;0,001406237;0,001511025;0,001438747;0,001366489;0,001386223;0,001200655;0,0012663;0,001260058;0,001169283;0,001195218
35;0,004338426;0,00408464;0,005002934;0,006292475;0,005880259;0,005343001;0,00297081;0,003042827;0,00292715;0,002765872;0,003269946;0,002232191;0,002055412;0,001829368;0,001785464;0,00197446;0,002454905;0,003262986;0,002888198;0,002485131;0,002409339;0,002032942;0,001844595;0,00182712;0,001728163;0,00158289;0,001599534;0,001451091;0,001462061;0,001582362;0,001497185;0,001412034;0,001500154;0,00125258;0,001297541;0,001343306;0,001220407;0,00128623
36;0,004426599;0,004056879;0,00529097;0,006641373;0,006289511;0,005876489;0,003130074;0,003227428;0,003050871;0,002918153;0,003711743;0,002325572;0,002173148;0,001881897;0,001829786;0,002041291;0,002581549;0,00325989;0,002964532;0,002550095;0,002503424;0,002040811;0,001931852;0,001879962;0,001758372;0,001616871;0,001589142;0,001457698;0,001502205;0,001640218;0,001544276;0,001448372;0,001589061;0,001290387;0,001321123;0,001407766;0,001254122;0,00134178
37;0,004563737;0,004108583;0,005524662;0,006915396;0,006621956;0,006267341;0,003285045;0,003365191;0,003162287;0,003045695;0,003923589;0,002433526;0,002291913;0,001975049;0,001919892;0,002139787;0,002721631;0,00335349;0,003071141;0,002649407;0,002615593;0,002109944;0,002034714;0,001951157;0,001828486;0,001678958;0,001642788;0,001518061;0,001575449;0,001714501;0,001614844;0,001515235;0,001672455;0,001356405;0,001373492;0,001478838;0,001316091;0,001411151
38;0,004750774;0,004241069;0,005702947;0,007111357;0,00687061;0,006512448;0,003435732;0,003455544;0,003261274;0,003148245;0,00390212;0,002556225;0,002411759;0,002109166;0,002056152;0,002270239;0,002873821;0,003545101;0,003207645;0,002783558;0,002744963;0,002240867;0,002153332;0,002040857;0,00193881;0,001769349;0,001760901;0,001632517;0,001682011;0,001805338;0,00170905;0,001612817;0,001750322;0,001450796;0,001454809;0,001556574;0,001406474;0,001494434
39;0,004988731;0,004455744;0,005824634;0,007232648;0,007035582;0,006608183;0,003582133;0,003497859;0,003347696;0,003225518;0,003643714;0,002693856;0,002532733;0,002284635;0,002238988;0,00243298;0,003036753;0,003836193;0,003372659;0,002951767;0,002890615;0,002434175;0,002287879;0,002149236;0,002089682;0,001888261;0,001943965;0,001801446;0,001822144;0,00191287;0,001827079;0,001741339;0,001822643;0,001573746;0,001565262;0,001641031;0,00152545;0,00159173
40;0,005113127;0,004586096;0,005894389;0,007117957;0,006954266;0,006716678;0,003742814;0,003499294;0,003405547;0,003272183;0,003266202;0,002818944;0,002634567;0,002459417;0,002424828;0,002590962;0,003229958;0,004203314;0,003632512;0,003199958;0,003083819;0,002617075;0,002379261;0,002202583;0,002217837;0,001958319;0,002096639;0,001955284;0,001944074;0,001994204;0,001918685;0,0018432;0,001840685;0,001661837;0,001634386;0,001683868;0,001615798;0,001666572
41;0,005206746;0,004663942;0,006005312;0,007178093;0,007031928;0,006931092;0,003909157;0,003533556;0,003473016;0,003336867;0,003043656;0,002935681;0,002737006;0,002608332;0,002581361;0,002729109;0,00339521;0,004509463;0,003805257;0,003414526;0,0032237;0,002760168;0,002461121;0,002244128;0,002320106;0,002010008;0,002207192;0,002073928;0,002044598;0,002065171;0,001995189;0,00192523;0,001862803;0,001731532;0,001684593;0,001722661;0,001687711;0,001732658
42;0,005479093;0,004874704;0,006199839;0,00726188;0,007117217;0,007132737;0,004058134;0,003630504;0,003585571;0,003449472;0,002994395;0,003074009;0,00287051;0,002761239;0,002736407;0,002877326;0,003570388;0,004709593;0,003999598;0,003640703;0,003395414;0,002922245;0,002610026;0,002369909;0,002458731;0,002136593;0,002365863;0,002217409;0,002174297;0,002176952;0,002112909;0,002048881;0,00196735;0,00185493;0,001798032;0,001824921;0,001803888;0,001833579
43;0,005934241;0,005221068;0,006480113;0,007386195;0,007226149;0,007321312;0,004189518;0,003791071;0,003743882;0,003610685;0,003120566;0,003234239;0,003035476;0,002918243;0,002890013;0,003035784;0,003755711;0,00480184;0,004215972;0,00387712;0,003599464;0,003103593;0,002826725;0,002580756;0,002634117;0,002338748;0,002573168;0,002385996;0,002333467;0,002329929;0,002272223;0,002214528;0,002154997;0,002032463;0,001975189;0,001991133;0,00196468;0,001969616
44;0,006576983;0,005706128;0,006848517;0,007566733;0,007374306;0,007496488;0,004303056;0,004016272;0,003948692;0,003821264;0,003424401;0,003416719;0,003232354;0,003079458;0,00304223;0,003204676;0,003951418;0,004784159;0,004454864;0,004123523;0,003836418;0,003304537;0,003112095;0,002877649;0,002846724;0,002617276;0,002829713;0,002580005;0,002522448;0,002524545;0,00247357;0,002422614;0,002426538;0,002264649;0,002216638;0,002221873;0,002170501;0,002141089
45;0,007210667;0,006166659;0,007091106;0,007760454;0,007510565;0,007513764;0,004204254;0,004146114;0,00402995;0,00390298;0,003587015;0,003447984;0,003357464;0,003065048;0,00308623;0,003191398;0,004043359;0,004573313;0,004628475;0,004382717;0,003994783;0,00341851;0,003357841;0,003147075;0,002999943;0,002860997;0,003056373;0,002691939;0,002618828;0,002654723;0,002614872;0,002575037;0,002673612;0,002463462;0,002430822;0,002420595;0,002340664;0,002246096
46;0,00773626;0,006545493;0,00728248;0,008112424;0,007801412;0,007542638;0,004117187;0,004235251;0,004082044;0,003953573;0,003632801;0,003465622;0,003463378;0,003048561;0,003132423;0,003171915;0,004130753;0,004434225;0,004791062;0,004607183;0,004134336;0,003521584;0,003561159;0,003362371;0,003130473;0,003056522;0,003253122;0,002788523;0,00269671;0,002758725;0,002729817;0,002700916;0,002867222;0,002627833;0,002604177;0,002578178;0,00248248;0,002328602
47;0,00830662;0,006981298;0,007680374;0,008575777;0,00819317;0,007817627;0,004352211;0,004473757;0,004325172;0,004203142;0,003897113;0,003714596;0,003681614;0,003299164;0,003344443;0,003429626;0,004379558;0,004584935;0,005059508;0,004894262;0,004398504;0,00376007;0,003830489;0,003625153;0,003354578;0,003309647;0,003500165;0,00301196;0,002917014;0,002962978;0,002938501;0,002914025;0,003102372;0,002846191;0,002822409;0,00278756;0,002681113;0,002513501
48;0,008923986;0,007476101;0,008291457;0,009156229;0,008693707;0,008346605;0,004915079;0,004864425;0,004762766;0,004655162;0,004383507;0,004198473;0,004013929;0,003820516;0,0037246;0,003968478;0,004792736;0,005030853;0,005436111;0,005245371;0,004789632;0,004136128;0,004167019;0,00393628;0,003673626;0,00362129;0,003798354;0,003363887;0,003281504;0,003268764;0,003242124;0,003215483;0,003379717;0,003119264;0,003086143;0,003049423;0,00293727;0,002801894
49;0,009590895;0,008032224;0,0091236;0,009855338;0,009307082;0,009138632;0,005812919;0,005410557;0,005398955;0,00531386;0,005096404;0,004921721;0,004462408;0,004617357;0,004275726;0,004793576;0,005373818;0,005778341;0,005923544;0,005662146;0,005310503;0,004652359;0,004572143;0,004296757;0,004089255;0,003992545;0,00414869;0,003846322;0,00379238;0,003677629;0,003642138;0,003606648;0,003700024;0,003447925;0,003396116;0,003364583;0,00325179;0,003195138
50;0,010217461;0,008320877;0,009895024;0,010802058;0,010117779;0,009840766;0,00673611;0,005826842;0,005934386;0,005869149;0,005712927;0,005570661;0,004779536;0,005366826;0,004705338;0,005569607;0,005874585;0,006534789;0,006327942;0,005989666;0,005794142;0,005157909;0,004954574;0,004586582;0,004491429;0,004344127;0,004471242;0,004343427;0,004307806;0,004027155;0,00399981;0,003972482;0,003930541;0,003711274;0,003622658;0,003607443;0,003506167;0,003580419
51;0,010839634;0,008581988;0,010548353;0,011688564;0,010929372;0,010392716;0,007456854;0,006149162;0,006349349;0,006298827;0,006191371;0,006072975;0,005025586;0,005946531;0,005028684;0,006169728;0,006274694;0,007106575;0,006669048;0,00628225;0,006202262;0,005579853;0,005299207;0,00484956;0,004836319;0,004662396;0,004765234;0,004761538;0,00473377;0,004313564;0,004298907;0,004284277;0,004136731;0,003941881;0,003822198;0,003818699;0,003725503;0,003901005
52;0,011571458;0,009277467;0,011348814;0,01263672;0,01181967;0,01113132;0,008178629;0,006687837;0,006940723;0,006909463;0,006841475;0,006713344;0,005483349;0,00662515;0,005551665;0,006873382;0,006818324;0,007696289;0,007155996;0,00672634;0,006686861;0,006035814;0,005691971;0,005230282;0,005214192;0,00502152;0,005111977;0,005171726;0,005167603;0,004700222;0,004672467;0,004644733;0,004486592;0,004279043;0,004154859;0,004146417;0,004042773;0,004243027
53;0,012419067;0,010424449;0,012304406;0,013641072;0,012783663;0,012065986;0,008902791;0,00744929;0,007714198;0,007706908;0,00766892;0,007496455;0,00615793;0,007406449;0,006279333;0,007684639;0,007510061;0,008305335;0,007793478;0,007326441;0,007250534;0,006527129;0,006134337;0,005731543;0,005626094;0,005422641;0,00551284;0,005574283;0,005609967;0,005189369;0,00512222;0,005055077;0,004982978;0,004724847;0,004623103;0,004592772;0,004459796;0,004607156
54;0,013389645;0,01204465;0,013424674;0,014697889;0,013816149;0,013207994;0,009630709;0,008441497;0,008676798;0,008698419;0,008680783;0,008428071;0,007055726;0,008294988;0,007218086;0,008608437;0,008355478;0,00893524;0,00858711;0,008087944;0,007896327;0,007055319;0,006627995;0,006356702;0,006073215;0,005867068;0,005969409;0,005969464;0,006061566;0,005783715;0,005650228;0,005516742;0,005629391;0,005281826;0,005229962;0,005160423;0,004978772;0,004994147
55;0,014221044;0,013817825;0,014562656;0,015819589;0,014993656;0,014418025;0,010256071;0,009463318;0,009328314;0,00949164;0,009534902;0,009447265;0,008028522;0,009396761;0,008000181;0,00947892;0,009437797;0,009281268;0,009189642;0,008586265;0,008309283;0,007387366;0,006901806;0,006832598;0,006296686;0,006102024;0,006195669;0,006154673;0,006369971;0,006324739;0,006068982;0,005813268;0,006197507;0,005769925;0,005775517;0,005652745;0,005408438;0,005233634
56;0,015022086;0,015362705;0,01565855;0,016964686;0,016145907;0,015558496;0,010910189;0,010368195;0,009880952;0,010187315;0,010300298;0,010405739;0,008881515;0,010467935;0,008666864;0,010309682;0,010456265;0,009632133;0,009712056;0,00899621;0,008684543;0,007707878;0,007151732;0,007240003;0,006504998;0,00631619;0,006392726;0,006352543;0,006682781;0,006809898;0,006446986;0,00608433;0,006679688;0,006195562;0,006241226;0,006075594;0,00577996;0,005464709
57;0,016129694;0,016829431;0,016843326;0,018166916;0,017303341;0,016712136;0,011773443;0,011293225;0,01096335;0,011246456;0,011370265;0,011294866;0,009671039;0,011278622;0,009620536;0,011283201;0,011174821;0,010451745;0,010572153;0,009846533;0,009447458;0,008351002;0,007755979;0,007901168;0,007069252;0,006864173;0,006955546;0,006883553;0,007231644;0,007401405;0,007011626;0,006622428;0,007306886;0,006746894;0,006823013;0,006633665;0,006305036;0,005931861
